ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_ID,Metadata_Plate,Metadata_Run,Metadata_Series,FileName__96h_brachyury_mask,FileName__96h_brachyury_original,FileName__96h_brightfield_mask,PathName__96h_brachyury_mask,PathName__96h_brachyury_original,PathName__96h_brightfield_mask,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge__96h_brachyury_original,Intensity_IntegratedIntensity__96h_brachyury_original,Intensity_LowerQuartileIntensity__96h_brachyury_original,Intensity_MADIntensity__96h_brachyury_original,Intensity_MassDisplacement__96h_brachyury_original,Intensity_MaxIntensityEdge__96h_brachyury_original,Intensity_MaxIntensity__96h_brachyury_original,Intensity_MeanIntensityEdge__96h_brachyury_original,Intensity_MeanIntensity__96h_brachyury_original,Intensity_MedianIntensity__96h_brachyury_original,Intensity_MinIntensityEdge__96h_brachyury_original,Intensity_MinIntensity__96h_brachyury_original,Intensity_StdIntensityEdge__96h_brachyury_original,Intensity_StdIntensity__96h_brachyury_original,Intensity_UpperQuartileIntensity__96h_brachyury_original,Location_CenterMassIntensity_X__96h_brachyury_original,Location_CenterMassIntensity_Y__96h_brachyury_original,Location_CenterMassIntensity_Z__96h_brachyury_original,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X__96h_brachyury_original,Location_MaxIntensity_Y__96h_brachyury_original,Location_MaxIntensity_Z__96h_brachyury_original,Number_Object_Number,RadialDistribution_FracAtD__96h_brachyury_original_1of9,RadialDistribution_FracAtD__96h_brachyury_original_2of9,RadialDistribution_FracAtD__96h_brachyury_original_3of9,RadialDistribution_FracAtD__96h_brachyury_original_4of9,RadialDistribution_FracAtD__96h_brachyury_original_5of9,RadialDistribution_FracAtD__96h_brachyury_original_6of9,RadialDistribution_FracAtD__96h_brachyury_original_7of9,RadialDistribution_FracAtD__96h_brachyury_original_8of9,RadialDistribution_FracAtD__96h_brachyury_original_9of9,RadialDistribution_MeanFrac__96h_brachyury_original_1of9,RadialDistribution_MeanFrac__96h_brachyury_original_2of9,RadialDistribution_MeanFrac__96h_brachyury_original_3of9,RadialDistribution_MeanFrac__96h_brachyury_original_4of9,RadialDistribution_MeanFrac__96h_brachyury_original_5of9,RadialDistribution_MeanFrac__96h_brachyury_original_6of9,RadialDistribution_MeanFrac__96h_brachyury_original_7of9,RadialDistribution_MeanFrac__96h_brachyury_original_8of9,RadialDistribution_MeanFrac__96h_brachyury_original_9of9,RadialDistribution_RadialCV__96h_brachyury_original_1of9,RadialDistribution_RadialCV__96h_brachyury_original_2of9,RadialDistribution_RadialCV__96h_brachyury_original_3of9,RadialDistribution_RadialCV__96h_brachyury_original_4of9,RadialDistribution_RadialCV__96h_brachyury_original_5of9,RadialDistribution_RadialCV__96h_brachyury_original_6of9,RadialDistribution_RadialCV__96h_brachyury_original_7of9,RadialDistribution_RadialCV__96h_brachyury_original_8of9,RadialDistribution_RadialCV__96h_brachyury_original_9of9
111,1,nan,0,B12,4,RR,0,FK223_run_RR_PLATE_4_ID_B12_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B12_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B12_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,4592,6314,385,364,308,282,346.5483449477352,321.5598867595819,1.1535906168088566,4735,0.3432529940613029,76.46382144141023,1,0.7272727272727273,0.8668586458914431,79.09574583180486,81.49846624323675,35.22782990761707,12.481208443042163,11.045361017187261,73.75066545962622,74.29012429781031,-10.121808423334427,258.0071426749364,0.9697993664202745,3685.36812210083,114831.01459503174,20.195804595947266,4.42669677734375,1.1400960224547119,19.63563346862793,38.865440368652344,16.983263235487698,25.00675404944071,24.122949600219727,15.380483627319336,15.380483627319336,0.6405671744773395,5.746373999656967,29.2712345123291,346.9133559076578,320.4798006798857,0.0,346.5483449477352,321.5598867595819,0,342.0,319.0,0.0,1,0.01497456,0.045451723,0.07697753,0.1021099,0.12582123,0.14631276,0.16185676,0.17019643,0.1562991,1.432566207212676,1.4295500835327153,1.36479077790234,1.2741539896182357,1.1719494949247942,1.0749890979766827,0.9728353688230053,0.8597821798523914,0.7323729225567401,0.015944601636921123,0.034294394256532544,0.05399680671242337,0.07114234298696057,0.08181012438896049,0.0828633494486951,0.08513816278781913,0.0697284825798006,0.025242095223278957
112,1,nan,0,B1,4,RR,0,FK223_run_RR_PLATE_4_ID_B1_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B1_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B1_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,8773,11468,356,292,262,170,310.77841103385384,228.25304912800638,1.2241414601411025,9038,0.6347545842820685,105.68883822789226,1,0.7649982560167422,0.816899053386145,121.06871556314515,123.0,45.27692569068709,16.569811361165442,14.866068747318506,93.0,93.55146734401636,8.26597553001535,367.3624817342638,0.970679353839345,5416.761944770813,207113.5178050995,20.486388206481934,2.818282127380371,1.50297023541018,20.401268005371094,34.9541015625,17.14165172395827,23.608060846358086,23.511781692504883,15.222596168518066,15.222596168518066,0.7544503324896275,3.9736299025699022,26.150424003601074,310.16948820399455,226.8789557848142,0.0,310.77841103385384,228.25304912800638,0,304.0,213.0,0.0,1,0.010692933,0.0354801,0.06459185,0.09162946,0.117262915,0.14385776,0.1723361,0.18626714,0.17788173,1.187456937683599,1.2351862027915839,1.2345626947504449,1.183895812316387,1.1157782552460762,1.0740971471781409,1.027109115991902,0.9290060247461375,0.7897552833760428,0.045133111853426944,0.08127762881821698,0.08328334348717203,0.09217694764274728,0.09214293545311596,0.06804970683256115,0.051738729479683124,0.052040816105739955,0.020172212509846677
113,1,nan,0,B2,4,RR,0,FK223_run_RR_PLATE_4_ID_B2_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B2_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B2_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,5448,7380,345,340,255,258,300.0306534508076,300.50513950073423,1.1997312725004894,5654,0.5112954756797786,83.28630763647267,1,0.7382113821138211,0.8335199914525793,90.33775309559898,95.38343671728336,38.01315561749642,13.231971892714798,11.704699910719626,78.291517061784,77.63671578063462,-66.69242192572295,286.5929291125633,0.9635656172621153,4190.623532295227,121636.96474266052,19.162853240966797,2.8944530487060547,0.416680207466894,18.85990333557129,32.7808837890625,17.03505500933019,22.326902485804062,21.756372451782227,15.04475212097168,15.04475212097168,0.6848462049811619,3.8137267291596957,25.131980895996094,299.82150002857526,300.8655243523348,0.0,300.0306534508076,300.50513950073423,0,302.0,299.0,0.0,1,0.01326897,0.040537015,0.068151034,0.093244955,0.11666381,0.1421799,0.16450442,0.18512885,0.176321,1.3901797750821157,1.3145574735743564,1.2715302585330674,1.1869124171332746,1.1131076294987483,1.0538722855704155,0.9837761805949947,0.9110948415952637,0.811314870980945,0.0089278758544115,0.025894026235649757,0.04922978040034409,0.05668429200432779,0.06370304753568568,0.07126139531519464,0.07245627687938948,0.0602297746797612,0.029173449933733518
114,1,nan,0,B3,4,RR,0,FK223_run_RR_PLATE_4_ID_B3_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B3_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B3_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,5080,7081,307,326,210,253,257.21102362204726,288.5866141732283,1.2128192833299105,5242,0.6941841948917011,80.42423072218115,1,0.7174127948029939,0.8245251487545655,95.02940376776297,96.33275663033837,33.1058907144937,12.594297412461755,11.180339887498949,68.13920178335032,68.4019181857019,-84.21745553460316,278.24978336205567,0.9690957649752003,4008.0716133117676,112122.05408096313,19.070348739624023,2.8343582153320312,0.6068797073432499,19.573301315307617,32.28654098510742,16.98335429369393,22.07127048837857,21.93182373046875,15.567675590515137,15.567675590515137,0.6006154907558725,3.411556126616184,24.733858108520508,256.70151608920423,288.91631866692114,0.0,257.21102362204726,288.5866141732283,0,258.0,287.0,0.0,1,0.010301544,0.035510026,0.0609547,0.091930114,0.117895074,0.1488314,0.17019781,0.1853638,0.17901559,1.308296130038761,1.261475046614657,1.2239125765594987,1.1852918217327355,1.1300131639219657,1.0831855275911024,1.0030219242357035,0.9071754341180605,0.8105162264191522,0.02037131057066547,0.030911761676477533,0.03529787685956082,0.029386526283485873,0.044303907219453764,0.0351213309641853,0.035312700726235303,0.025808130469317604,0.011078220510089797
115,1,nan,0,B4,4,RR,0,FK223_run_RR_PLATE_4_ID_B4_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B4_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B4_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,6005,8400,532,304,432,220,479.95370524562867,261.76652789342216,1.2192188155789303,6295,0.6211956906658996,87.44028514440384,1,0.7148809523809524,0.8201973158732486,99.22632943641696,99.82484660644363,37.0,13.698917482524758,12.083045973594572,80.17578011159507,77.75925698546551,82.65829731737189,303.32085117392114,0.9539316918189039,4395.376605987549,144514.2370967865,20.135253429412842,3.905512809753418,0.84215573615968,18.97382926940918,36.77968978881836,16.970566046283974,24.06565147323672,24.021838188171387,15.22740650177002,15.22740650177002,0.6693693844017947,4.423067966457278,27.965925216674805,480.73749997589306,262.074573514648,0.0,479.95370524562867,261.76652789342216,0,491.0,256.0,0.0,1,0.010409022,0.03434729,0.062593944,0.09536222,0.12262938,0.15049478,0.1725106,0.18259288,0.16905989,1.2020418386404597,1.2132674488512813,1.2323824129387928,1.2030465403931698,1.1614975350253753,1.1047936168961519,1.0266859442497727,0.9046784378342296,0.7638860982755139,0.03011142768719556,0.050408670609353716,0.05300769717810339,0.035413249184843315,0.06582657971280126,0.07791734152573754,0.08514613212095241,0.058524616905421434,0.023658282025479566
116,1,nan,0,B5,4,RR,0,FK223_run_RR_PLATE_4_ID_B5_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B5_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B5_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,6663,9167,551,365,462,262,507.92420831457304,312.4083746060333,1.2081135970862784,6900,0.6515894727845536,92.1064334700372,1,0.7268462964983091,0.8277367313899905,106.13174683190806,106.25441167311595,38.62641583165593,14.38685314837625,13.0,81.78278259763337,80.50854905625863,29.52155560801003,318.048773235279,0.9656521739130435,4635.662938117981,149495.9123468399,20.012518882751465,2.3779077529907227,0.8586207704467562,21.115676879882812,33.310672760009766,17.16912199302956,22.436727051904533,22.381128311157227,14.950484275817871,14.950484275817871,0.8103186825359888,3.16616968036818,24.770886421203613,508.276823193424,313.1912490369962,0.0,507.92420831457304,312.4083746060333,0,516.0,323.0,0.0,1,0.007948103,0.026427591,0.051773854,0.08800412,0.1211759,0.150191,0.1755209,0.193819,0.18513949,0.8975968253088227,0.962224263911601,1.0390638148703801,1.1254730317133828,1.1452411664927236,1.0984880285159668,1.0460605868713146,0.9573135698853454,0.8306965900490973,0.020572172849934775,0.056054456296075826,0.07015377809738181,0.06819366122142809,0.08704176987445966,0.08263449232477815,0.06090494563765652,0.05135788577568541,0.031690915862367094
117,1,nan,0,B6,4,RR,0,FK223_run_RR_PLATE_4_ID_B6_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B6_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B6_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,3505,5418,364,247,301,161,331.73009985734666,201.11897289586307,1.7962939770934152,3904,0.8260231735897025,66.80347748655564,1,0.6469176818014027,0.5567017496869309,90.58098580389338,92.43916918709297,25.079872407968907,8.711846406624357,7.810249675906654,52.55178070410568,51.05471867270546,-27.9534459030524,281.27922061357856,0.897797131147541,4133.536202430725,69058.0830488205,18.027613162994385,1.5751018524169922,0.7258592103521961,18.886259078979492,28.80352210998535,16.94072214110953,19.702734108080026,19.592615127563477,15.391188621520996,15.391188621520996,0.642865425748306,2.023119483306857,21.17662763595581,331.84606196092403,200.40243651591643,0.0,331.73009985734666,201.11897289586307,0,342.0,176.0,0.0,1,0.0075763892,0.024105769,0.0421123,0.06328827,0.0906724,0.12193374,0.1733016,0.22647986,0.25052974,1.1064685116676876,1.08321434770447,1.0933600413026572,1.0927359179910139,1.0883793648179234,1.0604907455796322,1.0330308398523285,0.9873282373766984,0.8978596376921738,0.04475423071923705,0.06204048604849826,0.04477663205039209,0.05889635953952847,0.07076164514126997,0.062287173552893496,0.05017079058726008,0.04432598309810444,0.015037804302225939
118,1,nan,0,B7,4,RR,0,FK223_run_RR_PLATE_4_ID_B7_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B7_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B7_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,6632,8712,318,356,230,257,276.1050965018094,306.1357056694813,1.1462580445397348,6795,0.5159695611492175,91.8919183643676,1,0.761248852157943,0.8724039100650649,99.75101910029042,99.62429422585637,40.26164427839479,14.809591336533993,13.038404810405298,83.74696496069208,85.44741303897683,10.98784503947293,309.0782104868019,0.9760117733627668,4537.863575935364,160245.80555820465,20.572343826293945,3.432098388671875,1.4055667207970808,19.70245361328125,36.280147552490234,17.059637503516406,24.162515916496478,23.723073959350586,15.610323905944824,15.610323905944824,0.668097595068582,4.448152657338571,27.529884338378906,277.17682262278225,307.04511257963577,0.0,276.1050965018094,306.1357056694813,0,293.0,316.0,0.0,1,0.011244642,0.037147317,0.066461325,0.09469968,0.120631784,0.14630051,0.16904657,0.18575169,0.16871652,1.2028139226378647,1.2379950094762069,1.2209736990466293,1.1695498754192297,1.1220617010081777,1.0768756709008829,1.012752326092637,0.9290386257667875,0.7846619643135117,0.033113135951666685,0.04417615095569671,0.06410040764956079,0.09281454916599488,0.13482777408709182,0.13268960872531343,0.1013761066249297,0.07963024417272108,0.03856724716033782
119,1,nan,0,B8,4,RR,0,FK223_run_RR_PLATE_4_ID_B8_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B8_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B8_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,5228,8064,458,391,362,307,410.07976281560826,347.773909716909,1.3415542787300245,5544,0.7852579376256564,81.58735404384328,1,0.6483134920634921,0.7454040554711248,104.2446187978472,104.80935072788114,31.78049716414141,11.91300599477405,10.770329614269007,64.48128056860051,64.545012876023,54.23846997587646,296.8772003600252,0.943001443001443,4227.556761741638,105747.59156894684,18.365570068359375,1.604288101196289,1.4643920492912708,19.340621948242188,27.573259353637695,17.046599845732413,20.227159825735814,19.713653564453125,15.383386611938477,15.383386611938477,0.6189574930136703,2.3937697624245837,21.82958984375,411.2868501481939,348.60299610899295,0.0,410.07976281560826,347.773909716909,0,429.0,367.0,0.0,1,0.0078398725,0.02581552,0.04677435,0.076036654,0.10920243,0.14272171,0.17736144,0.2063121,0.20793596,1.0509449599835805,1.0627050459619485,1.0678441151000473,1.0657362715009038,1.0751606444854498,1.0659273048809579,1.0337186480977185,0.9717114281546952,0.8895983585749428,0.03717712441630669,0.05848213312959429,0.05964113181217224,0.06528110316531399,0.07838791269679994,0.10820769953747576,0.09101520769030995,0.05399157238120424,0.02755346642180804
120,1,nan,0,B9,4,RR,0,FK223_run_RR_PLATE_4_ID_B9_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_B9_C_BRA.tif,FK223_run_RR_PLATE_4_ID_B9_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,4734,6279,484,289,393,220,439.1197718631179,252.772708069286,1.1965030261544438,4884,0.6759106201496169,77.63707880115184,1,0.7539417104634496,0.8357688849429794,91.04875261326285,92.69843580125827,33.1058907144937,12.146871748321207,11.0,67.96104009134226,67.10143790265332,-82.67612516390732,266.79393923934,0.9692874692874693,3915.0996599197388,100494.43123626709,18.767340660095215,2.4056129455566406,0.6441747342138057,19.952959060668945,28.20020294189453,16.875429568619563,21.22822797555283,21.190065383911133,14.930109977722168,14.930109977722168,0.6669101528361339,2.853198789599274,23.56948947906494,439.7427843150206,252.60895040389713,0.0,439.1197718631179,252.772708069286,0,452.0,250.0,0.0,1,0.009492177,0.032993693,0.060795497,0.08913193,0.119246155,0.14771654,0.170395,0.18767771,0.18255128,1.1522042039208376,1.1743770091045078,1.1991911812685379,1.1688380936093574,1.1200620989714327,1.0676184530021564,1.003295943252185,0.9235616268710128,0.8341677200092303,0.032129571876691757,0.03173555050531593,0.03931709335813209,0.03845082617509451,0.03805531353720999,0.040782529162229075,0.04630572418775579,0.030967373897803657,0.01140509301848829
121,1,nan,0,C10,4,RR,0,FK223_run_RR_PLATE_4_ID_C10_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_C10_C_BRA.tif,FK223_run_RR_PLATE_4_ID_C10_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,6251,8652,384,239,300,136,339.0900655895057,191.4096944488882,1.233038394141373,6483,0.6636707968288805,89.21334201866614,1,0.7224919093851133,0.8110047543948139,104.00657093525246,104.4030650891055,37.21558813185679,13.770832592525384,12.206555615733702,78.44246299039825,77.79949247743872,15.498128686096274,311.22034611053283,0.9642140984112294,4486.729404449463,131935.63616657257,18.82484197616577,2.0476627349853516,0.8472672643210559,19.452762603759766,32.118186950683594,16.995187138066147,21.10632477468766,20.96909523010254,15.567176818847656,15.567176818847656,0.5867225691515524,2.7896525367412837,22.921748161315918,338.5765757540902,190.7357582455907,0.0,339.0900655895057,191.4096944488882,0,336.0,179.0,0.0,1,0.008768983,0.028731627,0.053414296,0.08302463,0.11725491,0.1457362,0.1755962,0.19606563,0.1914074,1.0748022331618503,1.0627301941631198,1.0770734404484064,1.111321097443264,1.1190236034284087,1.0793803346418358,1.0335705200887206,0.9500823885202397,0.8528065866580277,0.03752918751972728,0.058827067088358,0.06595274902293329,0.08287986748211769,0.08864085361256385,0.07891019471332252,0.08052252802827821,0.06114917738811883,0.026646597593553163
122,1,nan,0,C11,4,RR,0,FK223_run_RR_PLATE_4_ID_C11_C_BRA_mask.tif,FK223_run_RR_PLATE_4_ID_C11_C_BRA.tif,FK223_run_RR_PLATE_4_ID_C11_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,7204,10200,381,353,279,253,327.3191282620766,303.98056635202664,1.213630579539966,7446,0.7271869956979067,95.77273975548633,1,0.7062745098039216,0.8239739644489313,116.23686912904326,115.62439189029277,38.58756276314948,14.665651071509355,13.341664064126334,80.87341190239985,79.78956868532721,46.294643483461044,331.4629867976521,0.9674993284985227,4827.624512672424,166749.32767868042,20.302396774291992,2.7043685913085938,0.24073556097788043,19.39412498474121,31.647462844848633,17.058743861033303,23.146769527856804,23.47947883605957,15.042487144470215,15.042487144470215,0.6500906117049104,3.442661124929302,25.862564086914062,327.43198724117804,303.7679247259147,0.0,327.3191282620766,303.98056635202664,0,310.0,313.0,0.0,1,0.009739888,0.031493712,0.056842744,0.08241614,0.11757615,0.15016593,0.1734616,0.19426487,0.18403897,1.209761248901453,1.2197887247768675,1.1869424066681737,1.1506315295894904,1.126354520783777,1.088325314418649,1.0176037252434678,0.9398819014800313,0.8104014165681258,0.028601075482387637,0.02291658627034638,0.042982458595096355,0.03244440984537428,0.027587039266014954,0.038058837483286895,0.04726006493418404,0.06321939277515433,0.03462942305273933
