ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_ID,Metadata_Plate,Metadata_Run,Metadata_Series,FileName__72h_brachyury_original,FileName__72h_brightfield_mask,PathName__72h_brachyury_original,PathName__72h_brightfield_mask,Intensity_IntegratedIntensityEdge__72h_brachyury_original,Intensity_IntegratedIntensity__72h_brachyury_original,Intensity_LowerQuartileIntensity__72h_brachyury_original,Intensity_MADIntensity__72h_brachyury_original,Intensity_MassDisplacement__72h_brachyury_original,Intensity_MaxIntensityEdge__72h_brachyury_original,Intensity_MaxIntensity__72h_brachyury_original,Intensity_MeanIntensityEdge__72h_brachyury_original,Intensity_MeanIntensity__72h_brachyury_original,Intensity_MedianIntensity__72h_brachyury_original,Intensity_MinIntensityEdge__72h_brachyury_original,Intensity_MinIntensity__72h_brachyury_original,Intensity_StdIntensityEdge__72h_brachyury_original,Intensity_StdIntensity__72h_brachyury_original,Intensity_UpperQuartileIntensity__72h_brachyury_original,RadialDistribution_FracAtD__72h_brachyury_original_1of9,RadialDistribution_FracAtD__72h_brachyury_original_2of9,RadialDistribution_FracAtD__72h_brachyury_original_3of9,RadialDistribution_FracAtD__72h_brachyury_original_4of9,RadialDistribution_FracAtD__72h_brachyury_original_5of9,RadialDistribution_FracAtD__72h_brachyury_original_6of9,RadialDistribution_FracAtD__72h_brachyury_original_7of9,RadialDistribution_FracAtD__72h_brachyury_original_8of9,RadialDistribution_FracAtD__72h_brachyury_original_9of9,RadialDistribution_MeanFrac__72h_brachyury_original_1of9,RadialDistribution_MeanFrac__72h_brachyury_original_2of9,RadialDistribution_MeanFrac__72h_brachyury_original_3of9,RadialDistribution_MeanFrac__72h_brachyury_original_4of9,RadialDistribution_MeanFrac__72h_brachyury_original_5of9,RadialDistribution_MeanFrac__72h_brachyury_original_6of9,RadialDistribution_MeanFrac__72h_brachyury_original_7of9,RadialDistribution_MeanFrac__72h_brachyury_original_8of9,RadialDistribution_MeanFrac__72h_brachyury_original_9of9,RadialDistribution_RadialCV__72h_brachyury_original_1of9,RadialDistribution_RadialCV__72h_brachyury_original_2of9,RadialDistribution_RadialCV__72h_brachyury_original_3of9,RadialDistribution_RadialCV__72h_brachyury_original_4of9,RadialDistribution_RadialCV__72h_brachyury_original_5of9,RadialDistribution_RadialCV__72h_brachyury_original_6of9,RadialDistribution_RadialCV__72h_brachyury_original_7of9,RadialDistribution_RadialCV__72h_brachyury_original_8of9,RadialDistribution_RadialCV__72h_brachyury_original_9of9
44,1,nan,0,D5,1,RR,0,FK223_run_RR_PLATE_1_ID_D5_C_BRA.tif,FK223_run_RR_PLATE_1_ID_D5_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1134.379117012024,28511.271538496017,4.328372001647949,0.1565566062927246,0.05778916242111784,5.0,5.504485130310059,4.379842150625575,4.480086665382781,4.484135627746582,4.0,3.528911828994751,0.22644349785883652,0.22865262089330426,4.641734600067139,0.0102105625,0.033192728,0.05719115,0.08227204,0.10839838,0.13709123,0.16675767,0.19858427,0.2063019,0.9996926112816668,1.0058977103659017,1.0026569377949048,1.0011075506018836,1.0026849955320336,1.0074464379364552,1.0107103153637464,1.0062024811175967,0.9775914202318727,0.025937837157809476,0.009722837495491533,0.007824995785229862,0.006754890675079005,0.0027879571571197146,0.006241565623567867,0.005385255397999528,0.008647205031673844,0.010144946157641629
45,1,nan,0,D6,1,RR,0,FK223_run_RR_PLATE_1_ID_D6_C_BRA.tif,FK223_run_RR_PLATE_1_ID_D6_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1156.8349134922028,30743.696637630463,4.345531344413757,0.15193486213684082,0.057235683836993415,5.0,9.38410758972168,4.365414767895105,4.499297034630538,4.489864826202393,3.599512815475464,3.599512815475464,0.24251170294755195,0.23480506798204154,4.648932933807373,0.010403366,0.033333622,0.057418507,0.083200544,0.10822187,0.13673599,0.16589038,0.19367199,0.2111237,1.0012140662448503,1.0033860730113895,1.003428786564281,1.0062111822377238,1.0020055048632084,1.0046419613624116,1.007581308086712,1.004829676147201,0.9820342244056708,0.011355865713275497,0.006127112331860077,0.008615150538464185,0.012788686662533912,0.009689816733684051,0.002802709692676188,0.009516650408489489,0.008625345683525786,0.006323926971243691
46,1,nan,0,D7,1,RR,0,FK223_run_RR_PLATE_1_ID_D7_C_BRA.tif,FK223_run_RR_PLATE_1_ID_D7_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1148.1382594108582,30269.74019408226,4.348851203918457,0.16669178009033203,0.1372321142311158,5.0,5.749966144561768,4.382207096988008,4.532076687240943,4.5019659996032715,4.0,3.7803847789764404,0.20717192708812762,0.2561004916218217,4.68134868144989,0.010487678,0.03355249,0.057422914,0.08318405,0.10998689,0.13491139,0.16547364,0.19627029,0.2087106,1.0006743491360972,1.0004334012379006,1.0013776501499603,1.0064968481065975,1.0021861038827615,1.0034222288559151,1.010236235216286,1.0076012660410647,0.9789171843067471,0.015491216791474938,0.01009200133932859,0.004321667371038257,0.010776501253127443,0.005737620984101829,0.0080495650249938,0.008873449812657776,0.011116097517380658,0.007999468448815845
47,1,nan,0,D8,1,RR,0,FK223_run_RR_PLATE_1_ID_D8_C_BRA.tif,FK223_run_RR_PLATE_1_ID_D8_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1147.4193041324615,28847.79233789444,4.344534635543823,0.16712427139282227,0.04285545144117865,6.291752815246582,6.400567054748535,4.464666553044597,4.5279849847581914,4.4985010623931885,3.8165595531463623,3.8165595531463623,0.26175994706856326,0.2486746386635708,4.683438658714294,0.010204641,0.033252396,0.05725348,0.08171692,0.10942374,0.13661125,0.16680291,0.19510871,0.20962593,1.000211827027088,0.9992972308383169,1.0076296154965314,1.001189386744336,1.0074258068781003,1.0085171413794576,1.0072998657893217,0.9992263684606234,0.9834512499584882,0.026077381432955387,0.012115347965481384,0.008721772931319193,0.0073525729495398685,0.010209567657108435,0.00558151859142651,0.004862635532810852,0.006276254363461177,0.011439724926707962
48,1,nan,0,D9,1,RR,0,FK223_run_RR_PLATE_1_ID_D9_C_BRA.tif,FK223_run_RR_PLATE_1_ID_D9_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1111.164339542389,27671.104106903076,4.350604176521301,0.1556694507598877,0.14642883163653392,5.0,5.8162312507629395,4.4093822997713845,4.516256586731365,4.502807855606079,4.0,3.600332736968994,0.22152446780915527,0.2448864079852781,4.662718772888184,0.010613449,0.03377887,0.056848668,0.082427785,0.10816319,0.13754027,0.16616942,0.19660549,0.20785277,1.0004400233809556,1.0046753786793545,0.9980280405513497,1.0060458913801649,0.9995714671246765,1.005619581477595,1.0130547618243217,1.0055107086872008,0.9788730951408336,0.008829707313569907,0.011042126606052803,0.0054045860235024815,0.010396440386901238,0.00444716828841438,0.007847753014169833,0.01676673185058561,0.011026223218473345,0.01252849063215827
49,1,nan,0,E10,1,RR,0,FK223_run_RR_PLATE_1_ID_E10_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E10_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1161.7287588119507,29473.504319906235,4.34735107421875,0.1729435920715332,0.15099545564419187,6.461197376251221,9.19584846496582,4.520345365027046,4.534385279985575,4.504815101623535,3.8902225494384766,3.7088308334350586,0.45047382451392415,0.27912615098265686,4.698025226593018,0.009722538,0.031984583,0.0549436,0.08006123,0.105376214,0.1360377,0.16585577,0.1987355,0.21728285,0.9874452953226641,0.9995182044804026,1.0031836860802694,1.0026935954544098,0.998462667096806,0.9991470029798588,1.004718056596113,0.9982849959243751,0.9981190831838133,0.02439322949847065,0.00760824797271525,0.010978538380821978,0.00399564297210621,0.005877040966159809,0.007590262731792633,0.003992808779811603,0.006972842025285175,0.029642371698596865
50,1,nan,0,E11,1,RR,0,FK223_run_RR_PLATE_1_ID_E11_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E11_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1166.8937282562256,30611.55312037468,4.350695371627808,0.16971778869628906,0.21082722385077504,5.721142768859863,6.3290815353393555,4.453792855939792,4.542447413618442,4.504751920700073,4.0,3.775367021560669,0.2587277072926256,0.27239318947106655,4.698153018951416,0.010622522,0.033497386,0.05696112,0.08224538,0.1088762,0.13616353,0.16604462,0.19551466,0.21007456,0.9942385393142907,0.9988446110711096,0.9970415120000924,1.0004541763652506,1.0009777652046343,1.0050449584817818,1.0035647642184786,1.0088616547161904,0.9865452627998601,0.015398229983943674,0.011673771563273636,0.0052979542403002134,0.0064852419635164655,0.005848703687020214,0.012207580775358618,0.005691634295068733,0.017943873475770318,0.025013247944812796
51,1,nan,0,E12,1,RR,0,FK223_run_RR_PLATE_1_ID_E12_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E12_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1115.2052989006042,28521.213840961456,4.340602874755859,0.17343378067016602,0.07673566467627607,5.000000476837158,9.194893836975098,4.373354113335703,4.52430422604084,4.490694999694824,3.9429640769958496,3.9429640769958496,0.20091828374244897,0.2539312065483419,4.6840105056762695,0.010159803,0.034310065,0.057151265,0.08302721,0.1088161,0.13720043,0.16668953,0.19694361,0.20570196,1.0007405583746514,1.010703977023323,0.9980099095532069,0.9988616582091502,1.0058309500518063,1.0068818520889,1.0133180301007778,1.0085560708003338,0.973532409281343,0.01892903924908158,0.007209254079124843,0.005817691475936678,0.004944848935297859,0.008935959900389465,0.006927019092030208,0.008808473738962888,0.010534858713922006,0.007590170160775332
52,1,nan,0,E1,1,RR,0,FK223_run_RR_PLATE_1_ID_E1_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E1_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1158.7872819900513,30101.35161089897,4.355910301208496,0.15694904327392578,0.06425034492706527,5.869187831878662,9.0,4.456874161500197,4.522438643464389,4.505794048309326,3.790550708770752,3.615260601043701,0.3133001452884556,0.2651701603150789,4.678348541259766,0.010348326,0.032800205,0.05596343,0.08212674,0.10721551,0.13575122,0.16521023,0.19684216,0.2137422,0.9982384806093749,1.001459471676321,1.001324176788326,1.0030010258385869,0.9994767880907226,1.0006202706202831,1.003320533863818,1.0062837498162371,0.9900264859448386,0.022753833184244024,0.006451798438951716,0.004975374254702811,0.01226548943647167,0.003955103980400463,0.00831647268059929,0.0064964633617634404,0.013631499592588593,0.02589642414401322
53,1,nan,0,E2,1,RR,0,FK223_run_RR_PLATE_1_ID_E2_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E2_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1123.1356112957,29212.112385749817,4.339293956756592,0.15294504165649414,0.10338663113154388,4.904213905334473,9.074187278747559,4.33643093164363,4.483135725253195,4.500235557556152,3.7886314392089844,3.5932209491729736,0.21978529908705863,0.23518513190822987,4.642855167388916,0.01066284,0.03299074,0.056040555,0.08267481,0.108670406,0.1357934,0.16633742,0.19853942,0.20829046,1.0069429535904444,1.0045217462232112,1.000439062837048,1.0031825961680358,1.0029693566283808,1.0009387020207083,1.0101161229199362,1.0091130007726714,0.9792356583979211,0.02040388769262049,0.01067560934886914,0.006966703767676613,0.005468176122685448,0.004903167239508252,0.004381563905324399,0.006580840626708578,0.007200630813308064,0.013261531839932861
54,1,nan,0,E3,1,RR,0,FK223_run_RR_PLATE_1_ID_E3_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E3_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1148.4272689819336,28804.34895825386,4.326569080352783,0.16013813018798828,0.11314230868966882,5.7942118644714355,5.7942118644714355,4.417027957622821,4.481074822379257,4.491107940673828,3.7390079498291016,3.5719387531280518,0.2769116835600533,0.23108181879872272,4.6473798751831055,0.01091791,0.032826826,0.057472724,0.08214509,0.108094074,0.13650313,0.16526969,0.19648103,0.21028946,1.0025761126939534,1.000051361972115,1.0093843521234729,1.0038566957068507,1.0011941017180404,1.0039383534435806,1.0079255721035207,1.0055573945687064,0.9816562605233137,0.01353575270774285,0.00674556059453063,0.006586327447137943,0.00508023953423019,0.003805692680277909,0.0039087411814653856,0.012121207994239823,0.006301514905051659,0.010325680969973747
55,1,nan,0,E4,1,RR,0,FK223_run_RR_PLATE_1_ID_E4_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E4_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1131.7337515354156,28864.28235888481,4.328577518463135,0.1590440273284912,0.09869360514125461,5.0,9.072324752807617,4.386564928431843,4.49389418634358,4.487195730209351,3.546376943588257,3.546376943588257,0.21984489092997417,0.23043481727018286,4.64631724357605,0.010981286,0.033280052,0.05739894,0.08236586,0.10871848,0.13660967,0.16603084,0.19570546,0.20890945,1.0076114231720361,1.0035576317721622,0.9991149062487614,1.0038632603620188,1.0018633844884068,1.0027930661610178,1.0070029078816543,1.0056129280686368,0.9844647174973032,0.019639516966327018,0.009300730649424604,0.007740388128789842,0.0029244983774878294,0.006299612738384453,0.003093606565732654,0.00482686900516205,0.006400541332105375,0.010981726153724551
56,1,nan,0,E5,1,RR,0,FK223_run_RR_PLATE_1_ID_E5_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E5_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1170.622721195221,30678.425093650818,4.3060256242752075,0.1676650047302246,0.05344395959258999,5.0,5.921706199645996,4.3843547610307905,4.470118766377796,4.483543872833252,4.0,3.4632790088653564,0.234711397793382,0.248499291816851,4.637576222419739,0.0100896,0.032006357,0.055956315,0.08103111,0.107883275,0.13611108,0.1661831,0.19873866,0.21200047,1.0035496804107136,1.0030119961901545,1.0000734155085673,1.0020116816367086,1.0018983941439503,0.9990698892802462,1.0066324885004077,1.0088339154580983,0.9850773563660221,0.020985975501440084,0.008896837085139742,0.009962924730300558,0.005032631799929661,0.004971295359970004,0.004988449616206422,0.007216241301249148,0.020961282658453262,0.015918479423229687
57,1,nan,0,E6,1,RR,0,FK223_run_RR_PLATE_1_ID_E6_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E6_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1181.431833267212,31385.968309640884,4.342566609382629,0.17033815383911133,0.007074714660692432,5.469653129577637,5.614046096801758,4.458233333083818,4.515316977361658,4.496218204498291,4.0,3.819628953933716,0.23459923044323105,0.2389578617251174,4.687931776046753,0.010391613,0.03277253,0.056957323,0.08264781,0.108169176,0.13607307,0.16707079,0.19490112,0.21101658,1.003223593695999,1.0079728103020218,1.0074054781091537,1.0008447956202933,1.0051924333992308,1.004080567058103,1.009833973140819,1.0035242299569966,0.9804654082851125,0.013416953314055841,0.015810060667286314,0.009061891861205632,0.0062039831334309665,0.006616305933924323,0.005983681858211929,0.002804807135065886,0.006873232484715717,0.009513174302724468
58,1,nan,0,E7,1,RR,0,FK223_run_RR_PLATE_1_ID_E7_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E7_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1153.7259140014648,28305.458982229233,4.352827072143555,0.15373802185058594,0.24512535183746292,5.644337177276611,5.895450115203857,4.420405800771896,4.525976811996999,4.485919952392578,4.0,3.5881636142730713,0.2556547087334125,0.27144359176796534,4.656962633132935,0.010177372,0.033691186,0.05580059,0.08125973,0.107930966,0.13817213,0.16627966,0.19893762,0.20775077,0.9945200724177777,1.0033556195596787,0.9970768400388065,1.0003904245031134,1.0029721539716643,1.0071428097558728,1.005718554501606,1.0082300687435175,0.9820659862083633,0.024211276118404092,0.006108178574711633,0.009773217170131129,0.005870894088011163,0.016451912962390517,0.02552203167477689,0.005526039395513592,0.01623812044571454,0.018818790084110658
59,1,nan,0,E8,1,RR,0,FK223_run_RR_PLATE_1_ID_E8_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E8_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1162.2094750404358,29811.449082374573,4.348530292510986,0.15653038024902344,0.06383412462354665,5.0,5.4718098640441895,4.435914026871893,4.507325231686509,4.499370098114014,4.0,3.7465643882751465,0.1971669435851645,0.22642251337561528,4.66287899017334,0.010586013,0.03385544,0.05772234,0.08322694,0.10905332,0.13753441,0.16409469,0.19359039,0.21033645,1.0002270078818503,0.99964226995195,1.0046725398811815,1.0026648292395994,1.0059674564889265,1.0062528607987709,1.0021442812235388,1.0050289044434446,0.9845472462027095,0.007126888836723292,0.00761952919775896,0.006637568946355704,0.005521389678645581,0.006609264521157819,0.006092376986965588,0.0038169070511086508,0.007161188048928226,0.003744910361638458
60,1,nan,0,E9,1,RR,0,FK223_run_RR_PLATE_1_ID_E9_C_BRA.tif,FK223_run_RR_PLATE_1_ID_E9_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1159.3420433998108,29993.302292585373,4.3575005531311035,0.14907503128051758,0.056780460198025386,5.257203102111816,9.3818359375,4.424969631296988,4.511627902013443,4.5059099197387695,3.6385445594787598,3.6385445594787598,0.24402477330734182,0.23546400334652293,4.658299922943115,0.010069812,0.032388363,0.057312455,0.08203785,0.10876233,0.13553171,0.16680442,0.19647478,0.21061818,0.9991657954098353,1.0014783137066352,1.0026663184950189,1.0007112566484195,1.000071892847162,1.0033572369269628,1.0062756539472852,1.0047417758978319,0.987439831238034,0.008102083040010498,0.008501781954721456,0.008087543637370439,0.005596574470137226,0.005469260712433029,0.006084063387740598,0.008602860138857912,0.00687012240401727,0.013789218685406907
61,1,nan,0,F10,1,RR,0,FK223_run_RR_PLATE_1_ID_F10_C_BRA.tif,FK223_run_RR_PLATE_1_ID_F10_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1100.056641817093,28027.555689573288,4.3456748723983765,0.1662600040435791,0.07947887652651991,5.0923662185668945,8.36807918548584,4.382695784131844,4.5242220644993205,4.5028064250946045,3.759770154953003,3.759481906890869,0.2163580075015189,0.2640792432082484,4.686010479927063,0.010713704,0.03403386,0.059119437,0.082046464,0.1084703,0.13664916,0.16592538,0.19564287,0.20739879,0.990617848487912,0.9992406112075634,1.0230304791420326,1.0025204043592901,0.9955162937442441,1.0065892461009582,1.0127169962587015,1.0058154375350314,0.9763187586151529,0.012254832767620048,0.0061209929446252856,0.030227995671555766,0.007954911320317701,0.005272739083681998,0.005858929306667479,0.008598867764229084,0.009412026097041655,0.008356880201232281
62,1,nan,0,F11,1,RR,0,FK223_run_RR_PLATE_1_ID_F11_C_BRA.tif,FK223_run_RR_PLATE_1_ID_F11_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1141.3367891311646,28229.235265254974,4.360849142074585,0.15833139419555664,0.012733587706795637,5.940479278564453,9.000000953674316,4.4583468325436115,4.542844426336494,4.506838321685791,4.0,4.0,0.2629088646310765,0.26852999489181945,4.6716718673706055,0.010551537,0.033724666,0.058082912,0.0835045,0.1102856,0.1364796,0.16543953,0.1945887,0.207343,1.0087269742041614,0.9979289157049931,1.0081765807166074,1.0114950304142887,1.0063358795844142,1.003649990833721,1.0068964220576127,1.0009720351374296,0.9812866599843043,0.023303755461720515,0.00748544135533454,0.014273383969618969,0.009885006305736932,0.007211402902117756,0.009732905079292451,0.011197356620964244,0.008173630564229335,0.008742986957009515
63,1,nan,0,F12,1,RR,0,FK223_run_RR_PLATE_1_ID_F12_C_BRA.tif,FK223_run_RR_PLATE_1_ID_F12_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1116.601978302002,27622.395186424255,4.337509393692017,0.17393922805786133,0.027799824562359382,5.000000476837158,6.197803020477295,4.413446554553367,4.524552856089149,4.495905160903931,4.0,4.0,0.21992876953630702,0.2488753519796128,4.68851375579834,0.010258983,0.03305552,0.056399103,0.0825549,0.10892027,0.13682364,0.16853261,0.19715239,0.20630263,1.0101788796694549,1.00399979626509,1.0009201318783603,1.0019834181867795,0.9999372037617763,1.0076095509838265,1.012688566615261,1.0055266061148835,0.9778552356043022,0.017193447927417806,0.0069119195897581545,0.00916598027312174,0.007950356542118502,0.005203783823247165,0.003860742928878362,0.009782600804748595,0.005913479646225251,0.008184603625798374
64,1,nan,0,F1,1,RR,0,FK223_run_RR_PLATE_1_ID_F1_C_BRA.tif,FK223_run_RR_PLATE_1_ID_F1_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1125.994571685791,28113.307784080505,4.350533723831177,0.15775322914123535,0.1594621857991972,5.604558944702148,5.749716758728027,4.4505714295881065,4.514743501538542,4.505874395370483,3.780191421508789,3.5657525062561035,0.24939259831635804,0.2466275506387488,4.667974472045898,0.010536199,0.033329234,0.057301436,0.08151541,0.1104227,0.13552041,0.1668054,0.19732624,0.20724286,1.0093679059296632,1.002614189245268,1.0051156045160623,1.007135817795871,1.0052663112680096,1.007023406892942,1.007465795145001,0.9997970013719335,0.9821166650504091,0.013430849707785731,0.009657513756248263,0.008946141480998052,0.008368597951521062,0.006408554474672505,0.0070533611039443845,0.006979250583558742,0.00743635978753667,0.019138314824040596
